prod_name,total_price,dis_price,dis_perncetage,prod_rating,prod_reviews,image_src,prod_short_desc
"MOTOROLA e13 (Cosmic Black, 64 GB)","10,999","7,749",29% off,4.1,"3,835 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) HD+ Display', '13MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Unisoc T606 Processor', '1 Year on Handset and 6 Months on Accessories']"
"Infinix NOTE 12i (Alpine White, 64 GB)","12,999","9,999",23% off,4.3,"1,839 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/n/x/c/-original-imagm7mzjpzughft.jpeg?q=70,"['4 GB RAM | 64 GB ROM | Expandable Upto 512 GB', '17.02 cm (6.7 inch) Full HD+ AMOLED Display', '50 MP + 2 MP + QVGA | 8MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Mediatek Helio G85 Processor', '1 Year on Handset and 6 Months on Accessories']"
"POCO M4 5G (Cool Blue, 64 GB)","15,999","11,999",25% off,4.2,"57,261 Ratings ",https://rukminim1.flixcart.com/image/312/312/l2jcccw0/mobile/i/p/o/-original-imagdu8j9vxscfdh.jpeg?q=70,"['4 GB RAM | 64 GB ROM | Expandable Upto 512 GB', '16.71 cm (6.58 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Lithium Ion Polymer Battery', 'Mediatek Dimensity 700 Processor', '1 Year Warranty for Handset and 6 Months for Accessories']"
"POCO M4 5G (Power Black, 128 GB)","18,999","13,999",26% off,4.2,"28,645 Ratings ",https://rukminim1.flixcart.com/image/312/312/l2jcccw0/mobile/i/1/y/-original-imagdu8gtefvchbn.jpeg?q=70,"['6 GB RAM | 128 GB ROM | Expandable Upto 512 GB', '16.71 cm (6.58 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Lithium Ion Polymer Battery', 'Mediatek Dimensity 700 Processor', '1 Year Warranty for Handset and 6 Months for Accessories']"
"POCO M4 5G (Power Black, 64 GB)","15,999","11,999",25% off,4.2,"57,261 Ratings ",https://rukminim1.flixcart.com/image/312/312/l2jcccw0/mobile/i/1/y/-original-imagdu8gtefvchbn.jpeg?q=70,"['4 GB RAM | 64 GB ROM | Expandable Upto 512 GB', '16.71 cm (6.58 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Lithium Ion Polymer Battery', 'Mediatek Dimensity 700 Processor', '1 Year Warranty for Handset and 6 Months for Accessories']"
"MOTOROLA G32 (Mineral Gray, 64 GB)","16,999","10,499",38% off,4.2,"29,843 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/l/l/z/-original-imaggvfzzt7qhhax.jpeg?q=70,"['4 GB RAM | 64 GB ROM', '16.64 cm (6.55 inch) Full HD+ Display', '50MP + 8MP + 2MP | 16MP Front Camera', '5000 mAh Lithium Polymer Battery', 'Qualcomm Snapdragon 680 Processor', '1 Year on Handset and 6 Months on Accessories']"
"MOTOROLA g31 (Meteorite Grey, 64 GB)","13,999","9,499",32% off,4.2,"35,261 Ratings ",https://rukminim1.flixcart.com/image/312/312/l1l1rww0/mobile/j/e/u/-original-imagd48zzrkcjfn2.jpeg?q=70,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.26 cm (6.4 inch) Full HD+ Display', '50MP + 8MP + 2MP | 13MP Front Camera', '5000 mAh LiPo Battery', 'Mediatek Helio G85 Processor', '1 Year on Handset and 6 Months on Accessories']"
"Infinix Smart 6 HD (Origin Blue, 32 GB)","8,999","5,799",35% off,4.4,"24,837 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/2/i/c/-original-imaggvx8zyfjwqyb.jpeg?q=70,"['2 GB RAM | 32 GB ROM | Expandable Upto 512 GB', '16.76 cm (6.6 inch) HD+ Display', '8MP Rear Camera | 5MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Mediatek Helio A22 Processor', '1 Year on Handset and 6 Months on Accessories']"
"Infinix Smart 6 HD (Force Black, 32 GB)","8,999","5,799",35% off,4.4,"24,837 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/f/y/1/-original-imaggvxcnyfnfude.jpeg?q=70,"['2 GB RAM | 32 GB ROM | Expandable Upto 512 GB', '16.76 cm (6.6 inch) HD+ Display', '8MP Rear Camera | 5MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Mediatek Helio A22 Processor', '1 Year on Handset and 6 Months on Accessories']"
"Infinix Smart 6 HD (Aqua Sky, 32 GB)","8,999","5,799",35% off,4.4,"24,837 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/c/o/z/-original-imaggvx8xndbbssj.jpeg?q=70,"['2 GB RAM | 32 GB ROM | Expandable Upto 512 GB', '16.76 cm (6.6 inch) HD+ Display', '8MP Rear Camera | 5MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Mediatek Helio A22 Processor', '1 Year on Handset and 6 Months on Accessories']"
"POCO X4 Pro 5G (Laser Blue, 128 GB)","25,999","18,499",28% off,4.2,"18,346 Ratings ",https://rukminim1.flixcart.com/image/312/312/l19m93k0/mobile/w/0/6/-original-imagcv2dcyjzcmvd.jpeg?q=70,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.94 cm (6.67 inch) Full HD+ Super AMOLED Display', '64MP + 8MP + 2MP | 16MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Qualcomm Snapdragon 695 5G Processor', 'One Year for Handset, 6 Months for Accessories']"
"SAMSUNG Galaxy F04 (Jade Purple, 64 GB)","11,499","8,499",26% off,4.5,"3,685 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/7/p/9/-original-imaghgbyypzkzvud.jpeg?q=70,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) HD Display', '13MP + 2MP | 5MP Front Camera', '5000 mAh Lithium-Ion Battery', 'Mediatek Helio P35 Processor', '1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories']"
"REDMI 10 (Sunrise Orange, 64 GB)","14,999","9,299",38% off,4.3,"1,95,030 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/n/c/s/-original-imagndzzsrf3r9g8.jpeg?q=70,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '17.02 cm (6.7 inch) HD+ Display', '50MP + 2MP | 5MP Front Camera', '6000 mAh Lithium Polymer Battery', 'Qualcomm Snapdragon 680 Processor', '1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories']"
"Infinix Hot 12 (Polar Black, 64 GB)","12,999","8,499",34% off,4.3,"20,132 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/v/9/3/-original-imagh4bbs7q2gabh.jpeg?q=70,"['4 GB RAM | 64 GB ROM', '17.32 cm (6.82 inch) HD+ Display', '50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera', '6000 mAh Lithium-ion Polymer Battery', 'Meditek Helio G37 Processor', '1 Year on Handset and 6 Months on Accessories']"
"Infinix Hot 12 (Turquoise Cyan, 64 GB)","12,999","8,499",34% off,4.3,"20,132 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/v/c/-original-imagh4bbtgkz4xxg.jpeg?q=70,"['4 GB RAM | 64 GB ROM', '17.32 cm (6.82 inch) HD+ Display', '50 MP + 2 MP Depth Lens + AI Lens | 8MP Front Camera', '6000 mAh Lithium-ion Polymer Battery', 'Meditek Helio G37 Processor', '1 Year on Handset and 6 Months on Accessories']"
"APPLE iPhone 11 (Black, 64 GB)","43,900","38,999",11% off,4.6,"1,86,236 Ratings ",https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/x/j/s/iphone-11-128-d-mwm02hn-a-apple-0-original-imafkg242ugz8hwc.jpeg?q=70,"['64 GB ROM', '15.49 cm (6.1 inch) Liquid Retina HD Display', '12MP + 12MP | 12MP Front Camera', 'A13 Bionic Chip Processor', 'Brand Warranty of 1 Year']"
"APPLE iPhone 14 (Starlight, 128 GB)","79,900","65,999",17% off,4.7,"18,872 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/m/o/b/-original-imaghx9qkugtbfrn.jpeg?q=70,"['128 GB ROM', '15.49 cm (6.1 inch) Super Retina XDR Display', '12MP + 12MP | 12MP Front Camera', 'A15 Bionic Chip, 6 Core Processor Processor', '1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories']"
"POCO C50 (Royal Blue, 32 GB)","9,999","6,999",30% off,4.2,"2,144 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70,"['3 GB RAM | 32 GB ROM | Expandable Upto 512 GB', '16.56 cm (6.52 inch) HD+ Display', '8MP Dual Camera | 5MP Front Camera', '5000 mAh Lithium Polymer Battery', 'Mediatek Helio A22 Processor, Upto 2.0 GHz Processor', '1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories']"
"realme C35 (Glowing Black, 128 GB)","15,999","12,999",18% off,4.3,"15,386 Ratings ",https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/1/k/g/-original-imagc7ukmgugpdfy.jpeg?q=70,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) Full HD+ Display', '50MP + 2MP + 0.3MP | 8MP Front Camera', '5000 mAh Lithium Polymer Battery', 'Unisoc Tiger T616 Processor', '1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories']"
"realme C35 (Glowing Green, 128 GB)","15,999","12,999",18% off,4.3,"15,386 Ratings ",https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/y/g/i/-original-imagc7ryyhrrcgxh.jpeg?q=70,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) Full HD+ Display', '50MP + 2MP + 0.3MP | 8MP Front Camera', '5000 mAh Lithium Polymer Battery', 'Unisoc Tiger T616 Processor', '1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories']"
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)","22,999","13,999",39% off,4.2,"37,694 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/o/p/z/-original-imagcg22pf79cgau.jpeg?q=70,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) Full HD+ Display', '50MP + 8MP + 2MP | 8MP Front Camera', '5000 mAh Lithium Ion Battery', 'Qualcomm Snapdragon 750G Processor', '1 Year Warranty Provided by the Manufacturer from Date of Purchase']"
"MOTOROLA g22 (Cosmic Black, 64 GB)","13,999","9,499",32% off,3.8,"30,461 Ratings ",https://rukminim1.flixcart.com/image/312/312/l1qrjbk0/mobile/d/w/h/-original-imagd8pyfk7wbdkg.jpeg?q=70,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) HD+ Display', '50MP + 8MP + 2MP + 2MP | 16MP Front Camera', '5000 mAh Lithium Ion Battery', 'Mediatek Helio G37 Processor', '1 Year on Handset and 6 Months on Accessories']"
"MOTOROLA G32 (Satin Silver, 64 GB)","16,999","10,499",38% off,4.2,"29,843 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/d/m/f/-original-imaggvfz5xvn4j93.jpeg?q=70,"['4 GB RAM | 64 GB ROM', '16.64 cm (6.55 inch) Full HD+ Display', '50MP + 8MP + 2MP | 16MP Front Camera', '5000 mAh Lithium Polymer Battery', 'Qualcomm Snapdragon 680 Processor', '1 Year on Handset and 6 Months on Accessories']"
"APPLE iPhone 14 (Midnight, 128 GB)","79,900","65,999",17% off,4.7,"18,872 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/9/e/e/-original-imaghx9q5rvcdghy.jpeg?q=70,"['128 GB ROM', '15.49 cm (6.1 inch) Super Retina XDR Display', '12MP + 12MP | 12MP Front Camera', 'A15 Bionic Chip, 6 Core Processor Processor', '1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories']"
"POCO M4 Pro (Cool Blue, 128 GB)","19,999","13,999",30% off,4.3,"1,54,890 Ratings ",https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/8/9/n/-original-imagc7tmhcbrarpk.jpeg?q=70,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.33 cm (6.43 inch) Full HD+ AMOLED Display', '64MP + 8MP + 2MP | 16MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Mediatek Helio G96 Processor', 'One Year for Handset, 6 Months for Accessories']"
"MOTOROLA g31 (Baby Blue, 64 GB)","13,999","9,499",32% off,4.2,"35,261 Ratings ",https://rukminim1.flixcart.com/image/312/312/l1l1rww0/mobile/j/e/u/-original-imagd48zzrkcjfn2.jpeg?q=70,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.26 cm (6.4 Inch) Full HD+ Display', '50MP + 8MP + 2MP | 13MP Front Camera', '5000 mAh LiPo Battery', 'Mediatek Helio G85 Processor', '1 Year on Handset and 6 Months on Accessories']"
"Infinix NOTE 12i (Metaverse Blue, 64 GB)","12,999","9,999",23% off,4.3,"1,839 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/d/z/-original-imagm7mzhzh2z5qk.jpeg?q=70,"['4 GB RAM | 64 GB ROM | Expandable Upto 512 GB', '17.02 cm (6.7 inch) Full HD+ AMOLED Display', '50 MP + 2 MP + QVGA | 8MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Mediatek Helio G85 Processor', '1 Year on Handset and 6 Months on Accessories']"
"POCO X4 Pro 5G (Laser Black, 128 GB)","25,999","18,499",28% off,4.2,"18,346 Ratings ",https://rukminim1.flixcart.com/image/312/312/l19m93k0/mobile/q/f/w/-original-imagcv2dgezfbfet.jpeg?q=70,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.94 cm (6.67 inch) Full HD+ Super AMOLED Display', '64MP + 8MP + 2MP | 16MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Qualcomm Snapdragon 695 5G Processor', 'One Year for Handset, 6 Months for Accessories']"
"vivo T1 44W (Starry Sky, 128 GB)","23,990","17,999",24% off,4.3,"6,068 Ratings ",https://rukminim1.flixcart.com/image/312/312/l2p23rk0/mobile/s/4/3/-original-imagdznhcbdfwfud.jpeg?q=70,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.36 cm (6.44 inch) Full HD+ AMOLED Display', '50MP + 2MP + 2MP | 16MP Front Camera', '5000 mAh Lithium Battery', 'Qualcomm Snapdragon 680 Processor', '1 Year Handset and 6 Months Accessories']"
"vivo T1 44W (Starry Sky, 128 GB)","20,990","15,999",23% off,4.4,"52,829 Ratings ",https://rukminim1.flixcart.com/image/312/312/l2p23rk0/mobile/s/4/3/-original-imagdznhcbdfwfud.jpeg?q=70,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.36 cm (6.44 inch) Full HD+ AMOLED Display', '50MP + 2MP + 2MP | 16MP Front Camera', '5000 mAh Lithium Battery', 'Qualcomm Snapdragon 680 Processor', '1 Year Handset and 6 Months Accessories']"
"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)","22,999","13,999",39% off,4.2,"37,694 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/h/k/-original-imagcg22czc3ggvw.jpeg?q=70,"['4 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) Full HD+ Display', '50MP + 8MP + 2MP | 8MP Front Camera', '5000 mAh Lithium Ion Battery', 'Qualcomm Snapdragon 750G Processor', '1 Year Warranty Provided by the Manufacturer from Date of Purchase']"
"OPPO A17k (Gold, 64 GB)","12,999","9,499",26% off,4.5,"1,353 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/o/b/q/-original-imagjzxvtfwd5gb9.jpeg?q=70,"['3 GB RAM | 64 GB ROM | Expandable Upto 2 TB', '16.66 cm (6.56 inch) HD+ Display', '8MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Mediatek Helio P35 Processor', '1 Year on Handset and 6 Months on Accessories']"
"OPPO A17k (Navy Blue, 64 GB)","12,999","9,499",26% off,4.5,"1,353 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/5/r/-original-imagjzxuggyzybxf.jpeg?q=70,"['3 GB RAM | 64 GB ROM | Expandable Upto 2 TB', '16.66 cm (6.56 inch) HD+ Display', '8MP Rear Camera | 5MP Front Camera', '5000 mAh Battery', 'Mediatek Helio P35 Processor', '1 Year on Handset and 6 Months on Accessories']"
"POCO X4 Pro 5G (Yellow, 128 GB)","23,999","16,999",29% off,4.2,"76,421 Ratings ",https://rukminim1.flixcart.com/image/312/312/l19m93k0/mobile/v/c/i/-original-imagcv2dpkd75r6z.jpeg?q=70,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.94 cm (6.67 inch) Full HD+ Super AMOLED Display', '64MP + 8MP + 2MP | 16MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Qualcomm Snapdragon 695 5G Processor', 'One Year for Handset, 6 Months for Accessories']"
"Google Pixel 6a (Chalk, 128 GB)","43,999","28,999",34% off,4.3,"31,370 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/g/3/-original-imaggbrccwsnygar.jpeg?q=70,"['6 GB RAM | 128 GB ROM', '15.6 cm (6.14 inch) Full HD+ Display', '12.2MP + 12MP | 8MP Front Camera', '4410 mAh Battery', 'Google Tensor Processor', '1 Year Brand Warranty']"
"SAMSUNG Galaxy F04 (Opal Green, 64 GB)","11,499","8,499",26% off,4.5,"3,685 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/d/o/-original-imaghgbyhy6banxv.jpeg?q=70,"['4 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) HD Display', '13MP + 2MP | 5MP Front Camera', '5000 mAh Lithium-Ion Battery', 'Mediatek Helio P35 Processor', '1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories']"
"POCO M4 Pro 5G (Yellow, 128 GB)","21,999","15,999",27% off,4.2,"13,708 Ratings ",https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/i/m/b/-original-imagcafg8zjz4rej.jpeg?q=70,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) Full HD+ Display', '50MP + 8MP | 16MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Mediatek Dimensity 810 Processor', 'One Year for Handset, 6 Months for Accessories']"
"REDMI Note 10S (Frost White, 64 GB)","16,999","12,999",23% off,4.4,"84,730 Ratings ",https://rukminim1.flixcart.com/image/312/312/kyeqjrk0/mobile/z/i/b/-original-imagan9qprtsdkab.jpeg?q=70,"['6 GB RAM | 64 GB ROM | Expandable Upto 512 GB', '16.33 cm (6.43 inch) Full HD+ Super AMOLED Display', '64MP + 8MP + 2MP + 2MP | 13MP Front Camera', '5000 mAh Lithium-Ploymer Battery', 'Mediatek Helio G95 Processor', '1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories']"
"Realme C30 - Locked with Airtel Prepaid (Denim Black, 32 GB)","8,499","5,549",34% off,4.3,"88,354 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/b/c/-original-imaghafug7zpnemh.jpeg?q=70,"['2 GB RAM | 32 GB ROM | Expandable Upto 1 TB', '16.51 cm (6.5 inch) HD+ Display', '8MP Rear Camera | 5MP Front Camera', '5000 mAh Lithium Ion Battery', 'Unisoc T612 Processor', '1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories']"
"REDMI 10 Power (Power Black, 128 GB)","18,999","12,164",35% off,4.2,866 Ratings ,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/e/y/b/-original-imageftfzx8gfkys.jpeg?q=70,"['8 GB RAM | 128 GB ROM', '17.02 cm (6.7 inch) Display', '50MP Rear Camera', '6000 mAh Battery', '12 Months Warranty']"
"POCO C50 (Country Green, 32 GB)","9,999","6,999",30% off,4.2,"2,144 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70,"['3 GB RAM | 32 GB ROM | Expandable Upto 512 GB', '16.56 cm (6.52 inch) HD+ Display', '8MP Dual Camera | 5MP Front Camera', '5000 mAh Lithium Polymer Battery', 'Mediatek Helio A22 Processor, Upto 2.0 GHz Processor', '1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories']"
"POCO M4 Pro (Cool Blue, 64 GB)","17,999","12,999",27% off,4.3,"1,54,890 Ratings ",https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/8/9/n/-original-imagc7tmhcbrarpk.jpeg?q=70,"['6 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.33 cm (6.43 inch) Full HD+ AMOLED Display', '64MP + 8MP + 2MP | 16MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Mediatek Helio G96 Processor', 'One Year for Handset, 6 Months for Accessories']"
"APPLE iPhone 14 Plus (Blue, 128 GB)","89,900","73,999",17% off,4.7,"4,731 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/c/4/d/-original-imaghx9qygjjg8hz.jpeg?q=70,"['128 GB ROM', '17.02 cm (6.7 inch) Super Retina XDR Display', '12MP + 12MP | 12MP Front Camera', 'A15 Bionic Chip, 6 Core Processor Processor', '1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories']"
"REDMI 9i Sport (Carbon Black, 64 GB)","9,999","7,699",23% off,4.3,"2,42,018 Ratings ",https://rukminim1.flixcart.com/image/312/312/ku04o7k0/mobile/p/8/u/9i-sport-mzb0a5iin-redmi-original-imag785qegs5ghyy.jpeg?q=70,"['4 GB RAM | 64 GB ROM | Expandable Upto 512 GB', '16.59 cm (6.53 inch) HD+ Display', '13MP Rear Camera | 5MP Front Camera', '5000 mAh Li-Polymer Battery', 'MediaTek Helio G25 Processor', 'Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories']"
"MOTOROLA g82 5G (Meterorite Grey, 128 GB)","25,999","20,499",21% off,4.1,"4,652 Ratings ",https://rukminim1.flixcart.com/image/312/312/l4pxk7k0/mobile/n/e/o/-original-imagfjz9jgneh3xh.jpeg?q=70,"['8 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.76 cm (6.6 inch) Full HD+ Display', '50MP + 8MP + 2MP | 16MP Front Camera', '5000 mAh Lithium Battery', 'Qualcomm Snapdragon 695 5G Processor', '1 Year on Handset and 6 Months on Accessories']"
"Infinix Hot 12 Pro (Electric Blue, 64 GB)","13,999","8,999",35% off,4.2,"8,007 Ratings ",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/n/p/r/-original-imaggsayg2hhshbg.jpeg?q=70,"['6 GB RAM | 64 GB ROM | Expandable Upto 256 GB', '16.76 cm (6.6 inch) HD+ Display', '50 MP + Depth Lens | 8MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Unisoc T616 Processor', '1 Year on Handset and 6 Months on Accessories']"
"POCO M4 5G (Cool Blue, 128 GB)","18,999","13,999",26% off,4.2,"28,645 Ratings ",https://rukminim1.flixcart.com/image/312/312/l2jcccw0/mobile/i/p/o/-original-imagdu8j9vxscfdh.jpeg?q=70,"['6 GB RAM | 128 GB ROM | Expandable Upto 512 GB', '16.71 cm (6.58 inch) Full HD+ Display', '50MP + 2MP | 8MP Front Camera', '5000 mAh Lithium Ion Polymer Battery', 'Mediatek Dimensity 700 Processor', '1 Year Warranty for Handset and 6 Months for Accessories']"
"POCO M4 Pro (Yellow, 128 GB)","19,999","13,999",30% off,4.3,"1,54,890 Ratings ",https://rukminim1.flixcart.com/image/312/312/l0fm07k0/mobile/a/6/b/-original-imagc7tdwfp2gz4h.jpeg?q=70,"['6 GB RAM | 128 GB ROM | Expandable Upto 1 TB', '16.33 cm (6.43 inch) Full HD+ AMOLED Display', '64MP + 8MP + 2MP | 16MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Mediatek Helio G96 Processor', 'One Year for Handset, 6 Months for Accessories']"
"POCO X4 Pro 5G (Laser Blue, 64 GB)","22,999","15,999",30% off,4.2,"76,421 Ratings ",https://rukminim1.flixcart.com/image/312/312/l19m93k0/mobile/w/0/6/-original-imagcv2dcyjzcmvd.jpeg?q=70,"['6 GB RAM | 64 GB ROM | Expandable Upto 1 TB', '16.94 cm (6.67 inch) Full HD+ Super AMOLED Display', '64MP + 8MP + 2MP | 16MP Front Camera', '5000 mAh Lithium-ion Polymer Battery', 'Qualcomm Snapdragon 695 5G Processor', 'One Year for Handset, 6 Months for Accessories']"
"APPLE iPhone 13 (Midnight, 128 GB)","69,900","59,999",14% off,4.7,"1,94,237 Ratings ",https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/s/l/c/iphone-13-mlpf3hn-a-apple-original-imag6vzz5qvejz8z.jpeg?q=70,"['128 GB ROM', '15.49 cm (6.1 inch) Super Retina XDR Display', '12MP + 12MP | 12MP Front Camera', 'A15 Bionic Chip Processor', 'Brand Warranty for 1 Year']"
